food,kcal,protein,carbs,fat,serving_size
KFC - POPCORN NUGGETS Large,620.0,0.0,0.0,0.0,1 unidade
KFC - BBQ Baked Beans,190.0,0.0,0.0,0.0,1 unidade
KFC - Biscuit,180.0,0.0,0.0,0.0,1 unidade
KFC - Coleslaw,170.0,0.0,0.0,0.0,1 unidade
KFC - Corn on the Cob,70.0,0.0,0.0,0.0,1 unidade
KFC - Green Beans,25.0,0.0,0.0,0.0,1 unidade
KFC - KFC® Cornbread Muffin,210.0,0.0,0.0,0.0,1 unidade
KFC - Macaroni & Cheese,140.0,0.0,0.0,0.0,1 unidade
KFC - Macaroni Salad,140.0,0.0,0.0,0.0,1 unidade
KFC - Mashed Potatoes,110.0,0.0,0.0,0.0,1 unidade
KFC - Mashed Potatoes With Gravy,130.0,0.0,0.0,0.0,1 unidade
KFC - Potato Salad,340.0,0.0,0.0,0.0,1 unidade
KFC - Secret Recipe Fries,320.0,0.0,0.0,0.0,1 unidade
KFC - Sweet Kernel Corn,70.0,0.0,0.0,0.0,1 unidade
KFC - BBQ Baked Beans (Family),830.0,0.0,0.0,0.0,1 unidade
KFC - Coleslaw (Family),640.0,0.0,0.0,0.0,1 unidade
KFC - Corn on the Cob (Family),280.0,0.0,0.0,0.0,1 unidade
KFC - Green Beans (Family),80.0,0.0,0.0,0.0,1 unidade
KFC - Macaroni & Cheese (Family),540.0,0.0,0.0,0.0,1 unidade
KFC - Macaroni Salad (Family),480.0,0.0,0.0,0.0,1 unidade
KFC - Mashed Potatoes (Family),460.0,0.0,0.0,0.0,1 unidade
KFC - Mashed Potatoes With Gravy (Family),590.0,0.0,0.0,0.0,1 unidade
KFC - Potato Salad (Family),1200.0,0.0,0.0,0.0,1 unidade
KFC - Secret Recipe Fries (Family),840.0,0.0,0.0,0.0,1 unidade
KFC - Sweet Kernel Corn (Family),280.0,0.0,0.0,0.0,1 unidade
KFC - Chicken Littles,300.0,0.0,0.0,0.0,1 unidade
KFC - Chicken Littles – Buffalo,310.0,0.0,0.0,0.0,1 unidade
KFC - Chicken Littles – Honey BBQ,320.0,0.0,0.0,0.0,1 unidade
KFC - Chicken Littles – Nashville Hot,340.0,0.0,0.0,0.0,1 unidade
KFC - Classic Chicken Sandwich,650.0,0.0,0.0,0.0,1 unidade
KFC - Crispy Colonel’s Sandwich,470.0,0.0,0.0,0.0,1 unidade
KFC - Crispy Colonel’s Sandwich – Buffalo,500.0,0.0,0.0,0.0,1 unidade
KFC - Crispy Colonel’s Sandwich – Honey BBQ,510.0,0.0,0.0,0.0,1 unidade
KFC - Crispy Colonel’s Sandwich – Nashville Hot,540.0,0.0,0.0,0.0,1 unidade
KFC - Crispy Twister®,630.0,0.0,0.0,0.0,1 unidade
KFC - Honey BBQ Sandwich,350.0,0.0,0.0,0.0,1 unidade
KFC - Spicy Chicken Sandwich,620.0,0.0,0.0,0.0,1 unidade
KFC - Chicken Pot Pie,720.0,0.0,0.0,0.0,1 unidade
KFC - KFC® Famous Bowl,740.0,0.0,0.0,0.0,1 unidade
KFC - KFC® Famous Bowl – Snack Size,270.0,0.0,0.0,0.0,1 unidade
KFC - Caesar Side Salad,40.0,0.0,0.0,0.0,1 unidade
KFC - House Side Salad,15.0,0.0,0.0,0.0,1 unidade
KFC - Heinz Buttermilk Dressing,160.0,0.0,0.0,0.0,1 unidade
KFC - Hidden Valley The Original Ranch Fat Free Dressing,35.0,0.0,0.0,0.0,1 unidade
KFC - KFC® Creamy Parmesan Caesar Dressing,260.0,0.0,0.0,0.0,1 unidade
KFC - Marzetti Light Italian Dressing,15.0,0.0,0.0,0.0,1 unidade
KFC - Parmesan Garlic Croutons,60.0,0.0,0.0,0.0,1 unidade
KFC - Apple Turnover,230.0,0.0,0.0,0.0,1 unidade
KFC - Café Valley Chocolate Chip Cake (1 Slice),300.0,0.0,0.0,0.0,1 unidade
KFC - Café Valley Lemon Cake (1 Slice),220.0,0.0,0.0,0.0,1 unidade
KFC - Café Valley Mini Chocolate Chip Cake,300.0,0.0,0.0,0.0,1 unidade
KFC - Café Valley Mini Lemon Cake,300.0,0.0,0.0,0.0,1 unidade
KFC - Chocolate Chip Cookie,120.0,0.0,0.0,0.0,1 unidade
KFC - Oreo Cookies and Crème Pie,270.0,0.0,0.0,0.0,1 unidade
KFC - Reese’s Peanut Butter Pie,300.0,0.0,0.0,0.0,1 unidade
KFC - BBQ – Dipping Sauce Cup,45.0,0.0,0.0,0.0,1 unidade
KFC - Colonel’s Buttery Spread,35.0,0.0,0.0,0.0,1 unidade
KFC - Grape Jelly Packet,35.0,0.0,0.0,0.0,1 unidade
KFC - Honey Mustard – Dipping Sauce Cup,110.0,0.0,0.0,0.0,1 unidade
KFC - Honey Sauce Packet,30.0,0.0,0.0,0.0,1 unidade
KFC - Ketchup,30.0,0.0,0.0,0.0,1 unidade
KFC - KFC Sauce – Dipping Sauce Cup,90.0,0.0,0.0,0.0,1 unidade
KFC - Lemon Juice Packet,5.0,0.0,0.0,0.0,1 unidade
KFC - Ranch – Dipping Sauce Cup,130.0,0.0,0.0,0.0,1 unidade
KFC - Strawberry Jam Packet,35.0,0.0,0.0,0.0,1 unidade
KFC - Capri Sun® 100% Juice Fruit Punch,80.0,0.0,0.0,0.0,1 unidade
KFC - Chocolate Milk 1%,150.0,0.0,0.0,0.0,1 unidade
KFC - Milk 1%,90.0,0.0,0.0,0.0,1 unidade
KFC - Musselman’s™ Applesauce,45.0,0.0,0.0,0.0,1 unidade
KFC - 7UP® (12 fl oz),140.0,0.0,0.0,0.0,1 unidade
KFC - 7UP® (16 fl oz),190.0,0.0,0.0,0.0,1 unidade
KFC - 7UP® (20 fl oz),240.0,0.0,0.0,0.0,1 unidade
KFC - 7UP® (30 fl oz),350.0,0.0,0.0,0.0,1 unidade
KFC - Classic Lemonade (1/2 Gallon),880.0,0.0,0.0,0.0,1 unidade
KFC - Classic Lemonade (20 fl oz),140.0,0.0,0.0,0.0,1 unidade
KFC - Code Red Mountain Dew® (12 fl oz),170.0,0.0,0.0,0.0,1 unidade
KFC - Code Red Mountain Dew® (16 fl oz),230.0,0.0,0.0,0.0,1 unidade
KFC - Code Red Mountain Dew® (20 fl oz),290.0,0.0,0.0,0.0,1 unidade
KFC - Code Red Mountain Dew® (30 fl oz),430.0,0.0,0.0,0.0,1 unidade
KFC - Diet Mist Twst® (30 fl oz),5.0,0.0,0.0,0.0,1 unidade
KFC - Diet Mountain Dew® (16 fl oz),5.0,0.0,0.0,0.0,1 unidade
KFC - Diet Mountain Dew® (20 fl oz),10.0,0.0,0.0,0.0,1 unidade
KFC - Diet Mountain Dew® (30 fl oz),10.0,0.0,0.0,0.0,1 unidade
KFC - Dr Pepper® (12 fl oz),140.0,0.0,0.0,0.0,1 unidade
KFC - Dr Pepper® (16 fl oz),190.0,0.0,0.0,0.0,1 unidade
KFC - Dr Pepper® (20 fl oz),240.0,0.0,0.0,0.0,1 unidade
KFC - Dr Pepper® (30 fl oz),360.0,0.0,0.0,0.0,1 unidade
KFC - Lipton® Brisk® Lemon Tea (12 fl oz),80.0,0.0,0.0,0.0,1 unidade
KFC - Lipton® Brisk® Lemon Tea (16 fl oz),110.0,0.0,0.0,0.0,1 unidade
KFC - Lipton® Brisk® Lemon Tea (20 fl oz),140.0,0.0,0.0,0.0,1 unidade
KFC - Lipton® Brisk® Lemon Tea (30 fl oz),210.0,0.0,0.0,0.0,1 unidade
KFC - Lipton® Brisk® No Calorie Peach Iced Green Tea (20 fl oz),5.0,0.0,0.0,0.0,1 unidade
KFC - Lipton® Brisk® No Calorie Peach Iced Green Tea (30 fl oz),10.0,0.0,0.0,0.0,1 unidade
KFC - Lipton® Brisk® Raspberry Tea (12 fl oz),80.0,0.0,0.0,0.0,1 unidade
KFC - Lipton® Brisk® Raspberry Tea (16 fl oz),100.0,0.0,0.0,0.0,1 unidade
KFC - Lipton® Brisk® Raspberry Tea (20 fl oz),130.0,0.0,0.0,0.0,1 unidade
KFC - Lipton® Brisk® Raspberry Tea (30 fl oz),190.0,0.0,0.0,0.0,1 unidade
KFC - Lipton® Brisk® Sweet Iced Tea (12 fl oz),80.0,0.0,0.0,0.0,1 unidade
KFC - Lipton® Brisk® Sweet Iced Tea (16 fl oz),110.0,0.0,0.0,0.0,1 unidade
KFC - Lipton® Brisk® Sweet Iced Tea (20 fl oz),130.0,0.0,0.0,0.0,1 unidade
KFC - Lipton® Brisk® Sweet Iced Tea (30 fl oz),200.0,0.0,0.0,0.0,1 unidade
KFC - Manzanita Sol® (12 fl oz),160.0,0.0,0.0,0.0,1 unidade
KFC - Manzanita Sol® (16 fl oz),210.0,0.0,0.0,0.0,1 unidade
KFC - Manzanita Sol® (20 fl oz),260.0,0.0,0.0,0.0,1 unidade
KFC - Manzanita Sol® (30 fl oz),400.0,0.0,0.0,0.0,1 unidade
KFC - Miranda® Strawberry (12 fl oz),160.0,0.0,0.0,0.0,1 unidade
KFC - Miranda® Strawberry (16 fl oz),220.0,0.0,0.0,0.0,1 unidade
KFC - Miranda® Strawberry (20 fl oz),270.0,0.0,0.0,0.0,1 unidade
KFC - Miranda® Strawberry (30 fl oz),410.0,0.0,0.0,0.0,1 unidade
KFC - Mist Twst® (12 fl oz),150.0,0.0,0.0,0.0,1 unidade
KFC - Mist Twst® (16 fl oz),200.0,0.0,0.0,0.0,1 unidade
KFC - Mist Twst® (20 fl oz),260.0,0.0,0.0,0.0,1 unidade
KFC - Mist Twst® (30 fl oz),380.0,0.0,0.0,0.0,1 unidade
KFC - MNT DEW Sweet Lightning (20 fl oz),120.0,0.0,0.0,0.0,1 unidade
KFC - Mountain Dew® (12 fl oz),160.0,0.0,0.0,0.0,1 unidade
KFC - Mountain Dew® (16 fl oz),220.0,0.0,0.0,0.0,1 unidade
KFC - Mountain Dew® (20 fl oz),270.0,0.0,0.0,0.0,1 unidade
KFC - Mountain Dew® (30 fl oz),410.0,0.0,0.0,0.0,1 unidade
KFC - Mug Root Beer® (12 fl oz),140.0,0.0,0.0,0.0,1 unidade
KFC - Mug Root Beer® (16 fl oz),190.0,0.0,0.0,0.0,1 unidade
KFC - Mug Root Beer® (20 fl oz),240.0,0.0,0.0,0.0,1 unidade
KFC - Mug Root Beer® (30 fl oz),360.0,0.0,0.0,0.0,1 unidade
KFC - Pepsi® (12 fl oz),150.0,0.0,0.0,0.0,1 unidade
KFC - Pepsi® (16 fl oz),200.0,0.0,0.0,0.0,1 unidade
KFC - Pepsi® (20 fl oz),250.0,0.0,0.0,0.0,1 unidade
KFC - Pepsi® (30 fl oz),380.0,0.0,0.0,0.0,1 unidade
KFC - Sobe Lifewater Yumberry Pomegranate (30 fl oz),5.0,0.0,0.0,0.0,1 unidade
KFC - Strawberry Lemonade (1/2 Gallon),950.0,0.0,0.0,0.0,1 unidade
KFC - Strawberry Lemonade (20 fl oz),170.0,0.0,0.0,0.0,1 unidade
KFC - Tropicana® Fruit Punch (12 fl oz),170.0,0.0,0.0,0.0,1 unidade
KFC - Tropicana® Fruit Punch (16 fl oz),230.0,0.0,0.0,0.0,1 unidade
KFC - Tropicana® Fruit Punch (20 fl oz),280.0,0.0,0.0,0.0,1 unidade
KFC - Tropicana® Fruit Punch (30 fl oz),420.0,0.0,0.0,0.0,1 unidade
KFC - Tropicana® Light Lemonade (12 fl oz),5.0,0.0,0.0,0.0,1 unidade
KFC - Tropicana® Light Lemonade (16 fl oz),10.0,0.0,0.0,0.0,1 unidade
KFC - Tropicana® Light Lemonade (20 fl oz),10.0,0.0,0.0,0.0,1 unidade
KFC - Tropicana® Light Lemonade (30 fl oz),15.0,0.0,0.0,0.0,1 unidade
KFC - Tropicana® Pink Lemonade (12 fl oz),150.0,0.0,0.0,0.0,1 unidade
KFC - Tropicana® Pink Lemonade (16 fl oz),210.0,0.0,0.0,0.0,1 unidade
KFC - Tropicana® Pink Lemonade (20 fl oz),260.0,0.0,0.0,0.0,1 unidade
KFC - Tropicana® Pink Lemonade (30 fl oz),390.0,0.0,0.0,0.0,1 unidade
KFC - Tropicana® Twister® Orange (12 fl oz),170.0,0.0,0.0,0.0,1 unidade
KFC - Tropicana® Twister® Orange (16 fl oz),230.0,0.0,0.0,0.0,1 unidade
KFC - Tropicana® Twister® Orange (20 fl oz),290.0,0.0,0.0,0.0,1 unidade
KFC - Tropicana® Twister® Orange (30 fl oz),430.0,0.0,0.0,0.0,1 unidade
KFC - Wild Cherry Pepsi® (12 fl oz),160.0,0.0,0.0,0.0,1 unidade
KFC - Wild Cherry Pepsi® (16 fl oz),210.0,0.0,0.0,0.0,1 unidade
KFC - Wild Cherry Pepsi® (20 fl oz),260.0,0.0,0.0,0.0,1 unidade
KFC - Wild Cherry Pepsi® (30 fl oz),390.0,0.0,0.0,0.0,1 unidade
KFC - Country Fried Steak without Peppered White Gravy,360.0,0.0,0.0,0.0,1 unidade
KFC - Country Fried Steak with Peppered White Gravy,390.0,0.0,0.0,0.0,1 unidade
KFC - KFC® Gizzards,300.0,0.0,0.0,0.0,1 unidade
KFC - KFC® Livers,230.0,0.0,0.0,0.0,1 unidade
Taco Bell - Bacon Club Chalupa,440.0,0.0,0.0,0.0,1 unidade
Taco Bell - Blue Raspberry Freeze™ (16 oz),120.0,0.0,0.0,0.0,1 unidade
Taco Bell - Blue Raspberry Freeze™ (20 oz),150.0,0.0,0.0,0.0,1 unidade
Taco Bell - Loaded Nacho Taco,250.0,0.0,0.0,0.0,1 unidade
Taco Bell - Midnight Berry Freeze™ (16 oz),140.0,0.0,0.0,0.0,1 unidade
Taco Bell - Midnight Berry Freeze™ (20 oz),170.0,0.0,0.0,0.0,1 unidade
Taco Bell - Nacho Fries,320.0,0.0,0.0,0.0,1 unidade
Taco Bell - Nacho Fries BellGrande®,710.0,0.0,0.0,0.0,1 unidade
Taco Bell - Black Bean Chalupa – Online Exclusive,330.0,0.0,0.0,0.0,1 unidade
Taco Bell - Black Bean Quesarito – Online Exclusive,630.0,0.0,0.0,0.0,1 unidade
Taco Bell - Quesarito – Online Exclusive,650.0,0.0,0.0,0.0,1 unidade
Taco Bell - Chalupa Supreme® – Beef,350.0,0.0,0.0,0.0,1 unidade
Taco Bell - Chalupa Supreme® – Chicken,330.0,0.0,0.0,0.0,1 unidade
Taco Bell - Chalupa Supreme® – Steak,330.0,0.0,0.0,0.0,1 unidade
Taco Bell - Cheesy Gordita Crunch,500.0,0.0,0.0,0.0,1 unidade
Taco Bell - Crunchy Taco,170.0,0.0,0.0,0.0,1 unidade
Taco Bell - Crunchy Taco Supreme®,190.0,0.0,0.0,0.0,1 unidade
Taco Bell - Loaded Nacho Taco (New),250.0,0.0,0.0,0.0,1 unidade
Taco Bell - Nacho Cheese Doritos® Locos Taco,170.0,0.0,0.0,0.0,1 unidade
Taco Bell - Nacho Cheese Doritos® Locos Taco Supreme®,190.0,0.0,0.0,0.0,1 unidade
Taco Bell - Soft Taco – Beef,180.0,0.0,0.0,0.0,1 unidade
Taco Bell - Soft Taco – Chicken,160.0,0.0,0.0,0.0,1 unidade
Taco Bell - Bean Burrito (V),350.0,0.0,0.0,0.0,1 unidade
Taco Bell - Beefy 5-Layer Burrito,490.0,0.0,0.0,0.0,1 unidade
Taco Bell - Burrito Supreme® – Beef,390.0,0.0,0.0,0.0,1 unidade
Taco Bell - Burrito Supreme® – Chicken,370.0,0.0,0.0,0.0,1 unidade
Taco Bell - Burrito Supreme® – Steak,370.0,0.0,0.0,0.0,1 unidade
Taco Bell - Chili Cheese Burrito (regional),370.0,0.0,0.0,0.0,1 unidade
Taco Bell - Quesarito – Beef,650.0,0.0,0.0,0.0,1 unidade
Taco Bell - Quesarito – Chicken,620.0,0.0,0.0,0.0,1 unidade
Taco Bell - Quesarito – Steak,630.0,0.0,0.0,0.0,1 unidade
Taco Bell - Chips and Nacho Cheese Sauce (V),220.0,0.0,0.0,0.0,1 unidade
Taco Bell - Nacho Fries (V) (New),320.0,0.0,0.0,0.0,1 unidade
Taco Bell - Nacho Fries BellGrande® (New),710.0,0.0,0.0,0.0,1 unidade
Taco Bell - Nachos BellGrande® – Beef,740.0,0.0,0.0,0.0,1 unidade
Taco Bell - Nachos BellGrande® – Chicken,720.0,0.0,0.0,0.0,1 unidade
Taco Bell - Nachos BellGrande® – Steak,720.0,0.0,0.0,0.0,1 unidade
Taco Bell - Beef Quesarito,650.0,0.0,0.0,0.0,1 unidade
Taco Bell - Black Bean Quesarito (V),630.0,0.0,0.0,0.0,1 unidade
Taco Bell - Quesadilla – Cheese (V),470.0,0.0,0.0,0.0,1 unidade
Taco Bell - Quesadilla – Chicken,510.0,0.0,0.0,0.0,1 unidade
Taco Bell - Quesadilla – Steak,520.0,0.0,0.0,0.0,1 unidade
Taco Bell - Bacon Club Chalupa – Specialties,440.0,0.0,0.0,0.0,1 unidade
Taco Bell - Black Bean Chalupa – Specialties,330.0,0.0,0.0,0.0,1 unidade
Taco Bell - Black Bean Crunchwrap Supreme – Specialties,510.0,0.0,0.0,0.0,1 unidade
Taco Bell - Black Bean Quesarito – Specialties,630.0,0.0,0.0,0.0,1 unidade
Taco Bell - Chalupa Supreme® – Specialties,350.0,0.0,0.0,0.0,1 unidade
Taco Bell - Cheesy Gordita Crunch – Specialties,500.0,0.0,0.0,0.0,1 unidade
Taco Bell - Cheesy Roll Up – Specialties,180.0,0.0,0.0,0.0,1 unidade
Taco Bell - Crunchwrap Supreme® – Specialties,530.0,0.0,0.0,0.0,1 unidade
Taco Bell - Crunchy Taco – Specialties,170.0,0.0,0.0,0.0,1 unidade
Taco Bell - Nacho Cheese Doritos® Locos Taco – Specialties,170.0,0.0,0.0,0.0,1 unidade
Taco Bell - Nachos BellGrande® – Specialties,740.0,0.0,0.0,0.0,1 unidade
Taco Bell - Power Menu Bowl – Specialties,470.0,0.0,0.0,0.0,1 unidade
Taco Bell - Quesadilla – Specialties,510.0,0.0,0.0,0.0,1 unidade
Taco Bell - Quesarito – Specialties,650.0,0.0,0.0,0.0,1 unidade
Taco Bell - Soft Taco – Specialties,180.0,0.0,0.0,0.0,1 unidade
Taco Bell - Soft Taco Supreme – Specialties,210.0,0.0,0.0,0.0,1 unidade
Taco Bell - Veggie Power Menu Bowl – Specialties,430.0,0.0,0.0,0.0,1 unidade
Taco Bell - Black Beans & Rice (V),170.0,0.0,0.0,0.0,1 unidade
Taco Bell - Black Beans (V),50.0,0.0,0.0,0.0,1 unidade
Taco Bell - Cinnabon® Delights™ (2 Pk) (V),160.0,0.0,0.0,0.0,1 unidade
Taco Bell - Cinnabon® Delights™ (12 Pk – Serves 4) (V),930.0,0.0,0.0,0.0,1 unidade
Taco Bell - Cinnamon Twists (V),170.0,0.0,0.0,0.0,1 unidade
Taco Bell - Blue Raspberry Freeze™ (16 oz) (New),120.0,0.0,0.0,0.0,1 unidade
Taco Bell - Blue Raspberry Freeze™ (20 oz) (New),150.0,0.0,0.0,0.0,1 unidade
Taco Bell - Dragon Fruit Freeze (16 oz),190.0,0.0,0.0,0.0,1 unidade
Taco Bell - Dragon Fruit Freeze (20 oz),230.0,0.0,0.0,0.0,1 unidade
Taco Bell - Lowfat Milk – CA (Regional),100.0,0.0,0.0,0.0,1 unidade
Taco Bell - Lowfat Milk – Federal (Regional),80.0,0.0,0.0,0.0,1 unidade
Taco Bell - Midnight Berry Freeze™ (16 oz) (New),140.0,0.0,0.0,0.0,1 unidade
Taco Bell - Midnight Berry Freeze™ (20 oz) (New),170.0,0.0,0.0,0.0,1 unidade
Taco Bell - Mtn Dew® Baja Blast Freeze™ (16 oz),150.0,0.0,0.0,0.0,1 unidade
Taco Bell - Mtn Dew® Baja Blast Freeze™ (20 oz),190.0,0.0,0.0,0.0,1 unidade
Taco Bell - Orange Juice,140.0,0.0,0.0,0.0,1 unidade
Taco Bell - Premium Hot Coffee,10.0,0.0,0.0,0.0,1 unidade
Taco Bell - Regular Iced Coffee,10.0,0.0,0.0,0.0,1 unidade
Taco Bell - Wild Strawberry Freeze™ (16 oz),150.0,0.0,0.0,0.0,1 unidade
Taco Bell - Wild Strawberry Freeze™ (20 oz),190.0,0.0,0.0,0.0,1 unidade
Taco Bell - Beef Burrito – Value Menu,430.0,0.0,0.0,0.0,1 unidade
Taco Bell - Cheesy Bean & Rice Burrito – Value Menu,420.0,0.0,0.0,0.0,1 unidade
Taco Bell - Cheesy Roll Up – Value Menu,180.0,0.0,0.0,0.0,1 unidade
Taco Bell - Chicken Chipotle Melt – Value Menu,190.0,0.0,0.0,0.0,1 unidade
Taco Bell - Chips and Nacho Cheese Sauce – Value Menu,220.0,0.0,0.0,0.0,1 unidade
Taco Bell - Cinnamon Twists – Value Menu,170.0,0.0,0.0,0.0,1 unidade
Taco Bell - Loaded Nacho Taco – Value Menu,250.0,0.0,0.0,0.0,1 unidade
Taco Bell - Bean Burrito,350.0,0.0,0.0,0.0,1 unidade
Taco Bell - Black Bean Chalupa,330.0,0.0,0.0,0.0,1 unidade
Taco Bell - Black Bean Crunchwrap Supreme,510.0,0.0,0.0,0.0,1 unidade
Taco Bell - Black Bean Quesarito,630.0,0.0,0.0,0.0,1 unidade
Taco Bell - Black Beans & Rice,170.0,0.0,0.0,0.0,1 unidade
Taco Bell - Cheese Quesadilla,470.0,0.0,0.0,0.0,1 unidade
Taco Bell - Cheesy Bean & Rice Burrito,420.0,0.0,0.0,0.0,1 unidade
Taco Bell - Cheesy Roll Up,180.0,0.0,0.0,0.0,1 unidade
Taco Bell - Chips and Nacho Cheese Sauce,220.0,0.0,0.0,0.0,1 unidade
Taco Bell - Cinnabon® Delights™ (2 Pack),160.0,0.0,0.0,0.0,1 unidade
Taco Bell - Cinnabon® Delights™ (12 Pack – Serves 4),930.0,0.0,0.0,0.0,1 unidade
Taco Bell - Cinnamon Twists,170.0,0.0,0.0,0.0,1 unidade
Taco Bell - Hash Brown,160.0,0.0,0.0,0.0,1 unidade
Taco Bell - Power Menu Bowl – Veggie,430.0,0.0,0.0,0.0,1 unidade
Taco Bell - Power Menu Bowl – Chicken,470.0,0.0,0.0,0.0,1 unidade
Taco Bell - Power Menu Bowl – Steak,480.0,0.0,0.0,0.0,1 unidade
Taco Bell - Power Menu Bowl – Veggie (V),430.0,0.0,0.0,0.0,1 unidade
Taco Bell - Breakfast Crunchwrap – Bacon,670.0,0.0,0.0,0.0,1 unidade
Taco Bell - Breakfast Crunchwrap – Sausage,720.0,0.0,0.0,0.0,1 unidade
Taco Bell - Breakfast Crunchwrap – Steak,660.0,0.0,0.0,0.0,1 unidade
Taco Bell - Cheesy Toasted Breakfast Burrito – Bacon,350.0,0.0,0.0,0.0,1 unidade
Taco Bell - Cheesy Toasted Breakfast Burrito – Fiesta Potato (V),340.0,0.0,0.0,0.0,1 unidade
Taco Bell - Cheesy Toasted Breakfast Burrito – Sausage,340.0,0.0,0.0,0.0,1 unidade
Taco Bell - Cinnabon® Delights™ (2 Pack) (V),160.0,0.0,0.0,0.0,1 unidade
Taco Bell - Cinnabon® Delights™ (12 Pack – Serves 4) (V),930.0,0.0,0.0,0.0,1 unidade
Taco Bell - Grande Toasted Breakfast Burrito – Bacon,560.0,0.0,0.0,0.0,1 unidade
Taco Bell - Grande Toasted Breakfast Burrito – Sausage,560.0,0.0,0.0,0.0,1 unidade
Taco Bell - Grande Toasted Breakfast Burrito – Steak,560.0,0.0,0.0,0.0,1 unidade
Taco Bell - Hash Brown (V),160.0,0.0,0.0,0.0,1 unidade
Taco Bell - Hash Brown Toasted Breakfast Burrito – Bacon,570.0,0.0,0.0,0.0,1 unidade
Taco Bell - Hash Brown Toasted Breakfast Burrito – Sausage,570.0,0.0,0.0,0.0,1 unidade
Taco Bell - Hash Brown Toasted Breakfast Burrito – Steak,570.0,0.0,0.0,0.0,1 unidade
Taco Bell - 7-Up (16 fl oz),190.0,0.0,0.0,0.0,1 unidade
Taco Bell - Brisk® Mango Iced Tea (16 fl oz),100.0,0.0,0.0,0.0,1 unidade
Taco Bell - Diet Mtn Dew® (16 fl oz),5.0,0.0,0.0,0.0,1 unidade
Taco Bell - Dr Pepper® (16 fl oz),190.0,0.0,0.0,0.0,1 unidade
Taco Bell - G2 – Fruit Punch (16 fl oz),30.0,0.0,0.0,0.0,1 unidade
Taco Bell - Mtn Dew® (16 fl oz),220.0,0.0,0.0,0.0,1 unidade
Taco Bell - Mtn Dew® Baja Blast™ (16 fl oz),220.0,0.0,0.0,0.0,1 unidade
Taco Bell - Mtn Dew® Baja Blast Zero Sugar (16 fl oz),5.0,0.0,0.0,0.0,1 unidade
Taco Bell - Mtn Dew® Kickstart™ Orange Citrus (16 fl oz),70.0,0.0,0.0,0.0,1 unidade
Taco Bell - Mug® Root Beer (16 fl oz),190.0,0.0,0.0,0.0,1 unidade
Taco Bell - Pepsi® (16 fl oz),200.0,0.0,0.0,0.0,1 unidade
Taco Bell - Pepsi® Wild Cherry (16 fl oz),210.0,0.0,0.0,0.0,1 unidade
Taco Bell - Sierra Mist® (16 fl oz),200.0,0.0,0.0,0.0,1 unidade
Taco Bell - Tropicana® Pink Lemonade (16 fl oz),210.0,0.0,0.0,0.0,1 unidade
Taco Bell - 7-Up (20 fl oz),240.0,0.0,0.0,0.0,1 unidade
Taco Bell - Brisk® Mango Iced Tea (20 fl oz),120.0,0.0,0.0,0.0,1 unidade
Taco Bell - Diet Mtn Dew® (20 fl oz),10.0,0.0,0.0,0.0,1 unidade
Taco Bell - Dr Pepper® (20 fl oz),240.0,0.0,0.0,0.0,1 unidade
Taco Bell - G2 – Fruit Punch (20 fl oz),35.0,0.0,0.0,0.0,1 unidade
Taco Bell - Mtn Dew® (20 fl oz),270.0,0.0,0.0,0.0,1 unidade
Taco Bell - Mtn Dew® Baja Blast™ (20 fl oz),280.0,0.0,0.0,0.0,1 unidade
Taco Bell - Mtn Dew® Baja Blast Zero Sugar (20 fl oz),10.0,0.0,0.0,0.0,1 unidade
Taco Bell - Mtn Dew® Kickstart™ Orange Citrus (20 fl oz),90.0,0.0,0.0,0.0,1 unidade
Taco Bell - Mug® Root Beer (20 fl oz),240.0,0.0,0.0,0.0,1 unidade
Taco Bell - Pepsi® (20 fl oz),250.0,0.0,0.0,0.0,1 unidade
Taco Bell - Pepsi® Wild Cherry (20 fl oz),260.0,0.0,0.0,0.0,1 unidade
Taco Bell - Sierra Mist® (20 fl oz),260.0,0.0,0.0,0.0,1 unidade
Taco Bell - Tropicana® Pink Lemonade (20 fl oz),260.0,0.0,0.0,0.0,1 unidade
Taco Bell - 7-Up (30 fl oz),350.0,0.0,0.0,0.0,1 unidade
Taco Bell - Brisk® Mango Iced Tea (30 fl oz),180.0,0.0,0.0,0.0,1 unidade
Taco Bell - Diet Mtn Dew® (30 fl oz),10.0,0.0,0.0,0.0,1 unidade
Taco Bell - Dr Pepper® (30 fl oz),360.0,0.0,0.0,0.0,1 unidade
Taco Bell - G2 – Fruit Punch (30 fl oz),50.0,0.0,0.0,0.0,1 unidade
Taco Bell - Mtn Dew® (30 fl oz),410.0,0.0,0.0,0.0,1 unidade
Taco Bell - Mtn Dew® Baja Blast™ (30 fl oz),420.0,0.0,0.0,0.0,1 unidade
Taco Bell - Mtn Dew® Baja Blast Zero Sugar (30 fl oz),15.0,0.0,0.0,0.0,1 unidade
Taco Bell - Mtn Dew® Kickstart™ Orange Citrus (30 fl oz),130.0,0.0,0.0,0.0,1 unidade
Taco Bell - Mug® Root Beer (30 fl oz),360.0,0.0,0.0,0.0,1 unidade
Taco Bell - Pepsi® (30 fl oz),380.0,0.0,0.0,0.0,1 unidade
Taco Bell - Pepsi® Wild Cherry (30 fl oz),390.0,0.0,0.0,0.0,1 unidade
Taco Bell - Sierra Mist® (30 fl oz),380.0,0.0,0.0,0.0,1 unidade
